kind	source_ref	source_head	commit_subject	commit_date	run_id	original_path	archive_path	blob_sha
current	evidence/pr439-w3-six-seed-rerun-20260923	3f391fed45795a9c4f22bc601e187dd2cbe0e39a	ci(evidence): rerun frozen PR439 W3 six-seed corpus at bab4cd4	2026-09-23T21:54:02Z	35925236129	.github/workflows/pr439-w3-six-seed-rerun-evidence.yml	docs/tracking/evidence/pr439-ref-archive/current/w3-six-seed-rerun-20260923/.github/workflows/pr439-w3-six-seed-rerun-evidence.yml.txt	7f85183bbec3aaf001e618ed14dbe82c40197fe1
