dSquad,homeGoals,awayGoals,matchSeed,homeDelta,awayDelta,homeBaseClubId,awayBaseClubId
0.299119,2,1,5465366039082072730,0,0,3,4
-0.08504391,1,0,14055403762239578657,0,0,4,5
-0.120233536,0,2,3788614317554548973,0,0,5,0
0.13782883,0,1,10726066286780687431,0,0,0,2
-0.27272606,1,1,9676365724176234221,0,0,1,3
0.067448616,3,1,3637697398931133365,0,0,2,4
0.21407509,0,0,700494535447507335,0,0,3,5
-0.20527744,2,1,11004205952466662128,0,0,4,0
0.05865097,1,2,15387908316953455291,0,0,5,1
-0.09384155,0,2,13424336134716267952,0,0,0,3
0.026392937,1,0,8379407937724825338,0,0,1,4
-0.017595291,3,0,17773163074126097427,0,0,2,5
0.09384155,0,0,13355592546435248465,0,0,3,0
-0.026392937,1,2,3719763649382389035,0,0,4,1
0.017595291,0,2,18254637653332314928,0,0,5,2
0.20527744,3,2,4094264781615994752,0,0,0,4
-0.05865097,1,1,6163642539886147665,0,0,1,5
-0.13782883,1,0,16170818668588335505,0,0,2,0
0.27272606,2,0,6830975898780477099,0,0,3,1
-0.067448616,1,0,10076254667609613899,0,0,4,2
-0.21407509,0,3,5148027717536590376,0,0,5,3
0.120233536,1,0,10461702492630490075,0,0,0,5
-0.1788845,6,0,7618097756119621979,0,0,1,0
0.04105568,0,0,7801310858805871079,0,0,2,1
0.23167038,2,4,9300035674401641150,0,0,3,2
-0.299119,1,1,9381956595733660260,0,0,4,3
0.08504391,1,1,12049599301034850261,0,0,5,4
0.1788845,3,2,16983083621553699967,0,0,0,1
-0.04105568,1,2,14907991224097468015,0,0,1,2
-0.23167038,1,3,8403433689993944206,0,0,2,3
0.299119,2,0,5870963918140481042,0,0,3,4
-0.08504391,1,3,13569727011330793748,0,0,4,5
-0.120233536,2,2,1834530962197638543,0,0,5,0
0.13782883,1,1,5863497596851147914,0,0,0,2
-0.27272606,0,0,3103839408716347233,0,0,1,3
0.067448616,3,1,5712120715550244315,0,0,2,4
0.21407509,2,1,6286101007528099041,0,0,3,5
-0.20527744,1,0,5117223406397952678,0,0,4,0
0.05865097,0,1,5527784296450432970,0,0,5,1
-0.09384155,0,3,6771672906701098127,0,0,0,3
0.026392937,1,0,7944221593338841441,0,0,1,4
-0.017595291,1,3,7631466514466274251,0,0,2,5
0.09384155,4,1,14573382657953631110,0,0,3,0
-0.026392937,0,3,1676681937952284590,0,0,4,1
0.017595291,0,2,12810508452649529961,0,0,5,2
