scope	test_name	outcome	multiplicity
coverage	Constructor_RejectsDefaultBoardObjective	Passed	1
coverage	Constructor_RejectsDuplicateClubIdAndNegativeSeasonNumber	Passed	1
coverage	Constructor_RejectsFixtureNamingAClubOutsideTheSet	Passed	1
coverage	Constructor_RejectsIncoherentResults	Passed	1
coverage	Constructor_RejectsManagedClubOutsideClubSet	Passed	1
coverage	Constructor_RejectsNonPositiveCapacityAtMisuseSite(-1)	Passed	1
coverage	Constructor_RejectsNonPositiveCapacityAtMisuseSite(0)	Passed	1
coverage	Constructor_RejectsNullSources	Passed	1
coverage	Constructor_RejectsOutOfRangeJobSecurity	Passed	1
coverage	Constructor_RejectsSelfFixtureAndNegativeRound	Passed	1
coverage	Constructor_RejectsTableThatDoesNotCoverTheClubSet	Passed	1
coverage	Constructor_SeedMapsOnePlayerToTwoAgentIds_ThrowsAndNamesBothIdsAndThePlayer	Passed	1
coverage	Constructor_SeedWithNO_PLAYERRepeated_DoesNotThrow	Passed	1
coverage	Constructor_SnapshotCopiesTheTable_CallerCannotMutateSeasonState	Passed	1
coverage	Constructor_SnapshotsPlayers_PostConstructionMutationDoesNotReachInstance	Passed	1
coverage	Constructor_UndefinedMode_FailsLoud	Passed	1
coverage	Constructor_WithABareProviderAndNoCareer_IsStillRefused	Passed	1
coverage	Constructor_WithABirthWorldDayAheadOfTheClock_IsRefused	Passed	1
coverage	Constructor_WithABirthWorldDayExactlyOnTheClock_IsAccepted	Passed	1
coverage	Constructor_WithAProgressionStoreMissingASeasonClub_IsRefused	Passed	1
coverage	Constructor_WithAStoreSeededFarBehindTheClock_IsRefused	Passed	1
coverage	Constructor_WithAnEmptyProgressionStore_BesideABootstrapProvider_IsAccepted	Passed	1
coverage	Constructor_WithBothAProviderAndAProgressionStore_IsRefused	Passed	1
coverage	Constructor_WithProgressionCursorAheadOfClock_IsRefused	Passed	1
coverage	Constructor_WithProgressionCursorLaggingByOne_IsAccepted	Passed	1
coverage	Constructor_WithProgressionCursorLaggingByTwoOrMore_IsRefused	Passed	1
coverage	Constructor_WorldPastThePendingFixtureDay_FailsLoud	Passed	1
coverage	Constructors_RejectNull	Passed	1
coverage	ContactQuality_AsymmetricTolerance_LateWorseThanEarlyAtSameOffset	Passed	1
coverage	ContactQuality_HigherHeadingAttributeReducesEffectivePointError	Passed	1
coverage	ContactQuality_Label_FarEarlyIsEarly	Passed	1
coverage	ContactQuality_Label_PerfectIsOnTime	Passed	1
coverage	ContactQuality_LargePointError_ReducesScalar	Passed	1
coverage	ContactQuality_LateOffsetExceedsTolerance_ReturnsZero	Passed	1
coverage	ContactQuality_PerfectContact_ReturnsOne	Passed	1
coverage	ContactQuality_ScalarAlwaysInUnitRange	Passed	1
coverage	ContextModifier_GKExcluded_FromCentroidComputation	Passed	1
coverage	ContextModifier_HighFatigue_RelaxesLateralCompactness	Passed	1
coverage	ContextModifier_HighIntensity_IncreasesVerticalCompactness	Passed	1
coverage	ContextModifier_LateralRescale_MatchesSpecExample	Passed	1
coverage	ContextModifier_ScoreDiff_TightensLateralSpread	Passed	1
coverage	ControlQuality_AllFourVerificationMatrixScenarios_PassSimultaneously	Passed	1
coverage	ControlQuality_AveragePlayer_TypicalPass_Walking_LowPressure_ReturnsMidRange	Passed	1
coverage	ControlQuality_Determinism_IdenticalInputsProduceBitwiseIdenticalOutput	Passed	1
coverage	ControlQuality_ElitePlayer_SlowBall_NoConditions_ReturnsNearPerfect	Passed	1
coverage	ControlQuality_HalfTurnBonus_IncreasesQuality_By15Percent	Passed	1
coverage	ControlQuality_MaximumAttributes_SlowBall_ClampsAtOne	Passed	1
coverage	ControlQuality_MaximumPressure_DegradesByExactly40Percent	Passed	1
coverage	ControlQuality_MinimumAttributes_ProducesNonZeroOutput	Passed	1
coverage	ControlQuality_PoorPlayer_FastPass_Jogging_MediumPressure_ReturnsLow	Passed	1
coverage	ControlQuality_SprintReception_ReducesQualityVsStationary	Passed	1
coverage	ControlQuality_VelocityDifficulty_CappedAtMaxFactor	Passed	1
coverage	ControlQuality_ZeroPressure_NoPenaltyApplied	Passed	1
coverage	Control_Pause_ThenFrameReflectsPausedState	Passed	1
coverage	Control_Speed_AcceptsValid_RejectsInvalid	Passed	1
coverage	ControlledBall_FollowsOutfielderAcrossPhysics	Passed	1
coverage	ControlledBall_IsNeverDeflected	Passed	2
coverage	ControlledOutcome_AgentMovementReceivesDribblingModifier	NotExecuted	1
coverage	Controlled_AlwaysReturnsControlled	Passed	1
coverage	CornerKickClustering_PerformanceUnder500us	NotExecuted	1
coverage	Corner_PlacesBallAtCornerArc	Passed	1
coverage	Corpus_Arrays_A01toA05	Passed	1
coverage	Corpus_EveryCitationClause_IsFrozen	Passed	1
coverage	Corpus_ExactRowCountAndOrder_IsFrozen(1)	Passed	1
coverage	Corpus_ExactRowCountAndOrder_IsFrozen(2)	Passed	1
coverage	Corpus_ExactRowCountAndOrder_IsFrozen(3)	Passed	1
coverage	Corpus_Floats_F01toF09	Passed	1
coverage	Corpus_GeneratesTheRequestedSlice	NotExecuted	1
coverage	Corpus_OptionalsAndEnums_O01toE02	Passed	1
coverage	Corpus_PhaseDigestPreimages_D01toD02	Passed	1
coverage	Corpus_Primitives_P01toP10	Passed	1
coverage	Corpus_RngDrawPreimage_D03	Passed	1
coverage	Corpus_SnapshotDigestChain_D04toD07	Passed	1
coverage	Corpus_StringsAndBytes_S01toB02	Passed	1
coverage	Corpus_Structs_ST01toST03	Passed	1
coverage	CounterAttack_MatchesA1Composition	Passed	1
coverage	CounterProfile_TransitionHoldTicksIsZero	Passed	1
coverage	CoverShadow_AssignsHigherThreatReceiverFirst	Passed	1
coverage	CoverShadow_UnfilledSlotProducesZeroCount	Passed	1
coverage	CoverShadow_WorkedExampleGeometry	Passed	1
coverage	CreateDefault_AllAttributesMidRange_WeakFootBase	Passed	1
coverage	CreateInitialForSquads_CreatesCanonicalInitialEntryPerClub	Passed	1
coverage	CreateInitialForSquads_DuplicateClubId_FailsLoud	Passed	1
coverage	CreateInitialForSquads_EmptyArray_FailsLoud	Passed	1
coverage	CreateInitialForSquads_NullArray_FailsLoud	Passed	1
coverage	CreateInitialForSquads_NullSquad_FailsLoud	Passed	1
coverage	CreateInitial_IsBehaviourNeutralIdentity	Passed	1
coverage	CreateIsTheHealthyIdentity_TTMDNEU002	Passed	1
coverage	CreateLoop_BootstrapsOneCanonicalInitialFinanceEntryPerLeagueClub	Passed	1
coverage	CreateLoop_PreservesCareerAndDisciplineWhenProgressionIsAbsent	Passed	1
coverage	CreateLoop_PreservesCareerAndProgression_WhenProgressionOwnsTheRosterAuthority	Passed	1
coverage	CreateNew_BuildsScheduleTableAndCalendarCoherently	Passed	1
coverage	CreateNew_TwiceWithSameInputs_IsFieldIdentical	Passed	1
coverage	CreateSeason_ExplicitObjective_Overrides	Passed	1
coverage	CreateSeason_ProducesAStartableSeasonOverTheLeague	Passed	1
coverage	CreateSeason_RoundTripsThroughTheSeasonCodec	Passed	1
coverage	CreateSeason_UnknownManagedClub_FailsLoud	Passed	1
coverage	CreateSession_InstallsFreshUntickedSession_WithoutStartingPlayback	Passed	1
coverage	CreateSession_NeverStartedPredecessor_DoesNotRevokeStaleRawReference	Passed	1
coverage	CreateSession_NullSetup_Throws_AndPreservesCurrent	Passed	1
coverage	CreateSession_RepeatMatch_ReplacesWithFreshComposition	Passed	1
coverage	CreateSession_WhenCurrentPlaybackIsRunning_StopsOldSessionBeforeReplacement	Passed	1
coverage	Create_AcceptsCoherentRowAndDerivesGoalDifference	Passed	1
coverage	Create_CursorAtLength_IsSeasonComplete	Passed	1
coverage	Create_CursorOutOfRange_Throws	Passed	1
coverage	Create_DoesNotAliasCallerArray	Passed	1
coverage	Create_NonAscendingDays_Throws	Passed	1
coverage	Create_OutOfRangeModifiers_ClampedTo01	Passed	1
coverage	Create_OutcomeTotalOverflowCannotMasqueradeAsCoherent	Passed	1
coverage	Create_RejectsIncoherentPlayedTotal	Passed	1
coverage	Create_RejectsNegativeCounts	Passed	1
coverage	CriticalDeterminism_IdenticalInputs_ProduceIdenticalOutputs	NotExecuted	1
coverage	CrossClaimDuelWeights_SumToOne	Passed	1
coverage	CrossSystem_CollisionTriggersAgentMovementStateChange	NotExecuted	1
coverage	CrossbarCollision_DeflectsVelocityDownward	Passed	1
coverage	CrossbarStrike_FrontFace_Rebounds	Passed	1
coverage	Csv_RoundTripsTheObservableColumns	Passed	1
coverage	Ctor_GuardsFailLoud	Passed	2
coverage	Ctor_NegativeManager_Throws	Passed	1
coverage	Ctor_WrongLength_Throws	Passed	1
coverage	CueCountNotMatchingPositionCount_Throws	Passed	1
coverage	CueValues_SurviveTheProjection	Passed	1
coverage	CuesComeFromTheFrame_AndLandOnTheRightSlot	Passed	1
coverage	CurrentBeforeAnyPush_Throws_NotDefaultScreenZero	Passed	1
coverage	CurrentRegistrationTracksTheCurrentScreen	Passed	1
coverage	CurrentSnapshotDigest_AdvancesWithTheChain	Passed	1
coverage	CursorBounds_AreOrdered_AndStartSitsInside	Passed	1
coverage	DailyOccurrenceProbability_ThroughTheRealChain_MatchesTheBalancePassFit	Passed	1
coverage	DailyPoints_HaveTheExpectedSigns	Passed	1
coverage	DayAdvance_LeavesTheWorldByteIdenticalToABareAdvance	Passed	1
coverage	DayAdvance_OnTheDefaultFocus_ProjectsZeroMatchEntryFatigue	Passed	1
coverage	DayAdvance_RunsBothStepsExactlyOncePerWorldDay	Passed	1
coverage	DayAdvance_StopsBeforeTheFixtureDaysOwnSteps	Passed	1
coverage	DayGap_FailsLoud_TTMDDET007	Passed	1
coverage	DayGap_FailsLoud_TTRDET005	Passed	1
coverage	DazSet_FailsPin	Passed	1
coverage	DeadZone_BallJostlingNearTheTargetDoesNotMoveTheCamera	Passed	1
coverage	DeadZone_OnceBreached_TheTargetTrailsTheBallByExactlyTheDeadZone	Passed	1
coverage	Debounce_CommittedFlagClearsAfterReleaseTicks	Passed	1
coverage	Debounce_CommittedFlagFiresAfterDwellTicks	Passed	1
coverage	Debounce_SingleClearTickDoesNotResetCommittedFlag	Passed	1
coverage	DecisionTreeParkedOnAMovementAction_IsNotTouchedByTheSweep	Passed	1
coverage	DecisionTreeParkedOnAPassWithAnIdleExecutor_IsReleasedToIdle	Passed	1
coverage	DecisionTreeState_FeedsSnapshotDigest	Passed	1
coverage	DecisionTreeState_SurvivesCanonicalSerializerRoundTrip	Passed	1
coverage	DecisionTree_CaptureRestoreCapture_IsIdentity	Passed	1
coverage	DecisionTree_FreshInstance_CapturesIdleDefault	Passed	1
coverage	DecisionTree_InstanceFieldCount_MatchesCapturedSet	Passed	1
coverage	DecisionsAttribute_ReadCorrectlyFromPlayerAttributes	NotExecuted	1
coverage	DecisionsCap_BindsByProximity_NotSnapshotOrder	Passed	1
coverage	DecisionsCap_LowDecisions_LimitsCandidates	Passed	1
coverage	DeclarationOrder_DoesNotChangeTheHash	Passed	1
coverage	DeclaredClosure_CoversEveryReferencedTacticalDirectorAssembly	Passed	1
coverage	DeclaredClosure_HasNoDuplicatesAndIsNonEmpty	Passed	1
coverage	DeclineBand_DrainsExactlyOnePointPerYear_CurveOff	Passed	1
coverage	Decode_AClubWithNoPlayers_FailsLoud	Passed	1
coverage	Decode_ATrainingBlock_FailsLoud_BothDirections_ERR041009	Passed	1
coverage	Decode_ATrainingBlock_FailsLoud_ERR028004	Passed	1
coverage	Decode_AllZeroRow_Throws	Passed	1
coverage	Decode_AttributeBelowRange_FailsLoud	Passed	1
coverage	Decode_AttributeOutOfRange_FailsLoud	Passed	1
coverage	Decode_BadPlayedFlag_FailsLoud	Passed	1
coverage	Decode_CorruptGoalDifference_FailsLoud	Passed	1
coverage	Decode_CrossClubDuplicatePlayerId_FailsLoud	Passed	1
coverage	Decode_CurrentAbilityDoesNotMatchRecomputedValue_FailsLoud	Passed	1
coverage	Decode_DuplicateKeys_Throws	Passed	1
coverage	Decode_EmptyBlob_FailsLoud	Passed	1
coverage	Decode_EveryTruncationLength_Throws	Passed	1
coverage	Decode_FixtureNamingUnknownClub_FailsLoud	Passed	1
coverage	Decode_ForeignBlobWithADifferentMagic_Throws	Passed	1
coverage	Decode_ForeignMagic_FailsLoud_NotSilentlyReinterpreted	Passed	1
coverage	Decode_GuardedStringLengthOverrunsBlob_FailsLoud	Passed	1
coverage	Decode_IncoherentState_FailsLoud_F1	Passed	1
coverage	Decode_ManagedClubOutsideClubSet_FailsLoud	Passed	1
coverage	Decode_NegativeAge_FailsLoud	Passed	1
coverage	Decode_NegativeBanMatchesRemaining_Throws	Passed	1
coverage	Decode_NegativePlayerId_Throws	Passed	1
coverage	Decode_NegativeRecoveryOrInjuryCount_FailsLoud	Passed	1
coverage	Decode_NegativeTableColumn_FailsLoud	Passed	1
coverage	Decode_NegativeTrainingFatigue_FailsLoud	Passed	1
coverage	Decode_NegativeYellows_Throws	Passed	1
coverage	Decode_NeverAdvancedSentinel_FailsLoud_ERR028014	Passed	1
coverage	Decode_NonAscendingClubIds_FailsLoud	Passed	3
coverage	Decode_NonAscendingKeys_Throws	Passed	1
coverage	Decode_NonAscendingPlayerIds_FailsLoud	Passed	3
coverage	Decode_NullBlob_Throws	Passed	2
coverage	Decode_Null_FailsLoud	Passed	3
coverage	Decode_OutOfBandConditionIsAccepted_TuningMustNotBrickSaves	Passed	1
coverage	Decode_OutOfBandRecoveryIsAccepted_TuningMustNotBrickSaves	Passed	1
coverage	Decode_OversizeClubCount_FailsLoud	Passed	4
coverage	Decode_OversizePlayerCount_FailsLoud	Passed	3
coverage	Decode_OversizeTableRowCount_FailsLoud	Passed	1
coverage	Decode_PotentialAbilityAboveRange_FailsLoud	Passed	1
coverage	Decode_PotentialAbilityOutOfRange_FailsLoud	Passed	1
coverage	Decode_RejectsImpossibleRecordCount	Passed	1
coverage	Decode_RejectsNegativeSeasonRevenueAccrued	Passed	1
coverage	Decode_RejectsNonAscendingClubIds	Passed	1
coverage	Decode_RejectsShortHeader(0)	Passed	1
coverage	Decode_RejectsShortHeader(7)	Passed	1
coverage	Decode_RejectsTrailingBytes	Passed	1
coverage	Decode_RejectsTruncatedRecord	Passed	1
coverage	Decode_RejectsUnknownVersion	Passed	1
coverage	Decode_RejectsWrongMagicBeforePayloadInterpretation	Passed	1
coverage	Decode_RetirementDayAheadOfLastAdvancedWorldDay_FailsLoud	Passed	1
coverage	Decode_RetirementDayNonZeroWithFlagUnset_FailsLoud	Passed	1
coverage	Decode_SeedAndSeasonNumberSitAtTheirPinnedOffsets	Passed	1
coverage	Decode_TrailingBytes_FailsLoud	Passed	2
coverage	Decode_TrailingBytes_FailsLoud_F5	Passed	2
coverage	Decode_TrailingBytes_Throws	Passed	1
coverage	Decode_TruncatedClubCountPrefix_FailsLoud	Passed	1
coverage	Decode_Truncated_FailsLoud	Passed	2
coverage	Decode_Truncated_FailsLoud_F5	Passed	2
coverage	Decode_UndefinedFocusOrdinal_FailsLoud	Passed	1
coverage	Decode_UndefinedPositionOrdinal_FailsLoud	Passed	1
coverage	Decode_UndefinedSeverityOrdinal_FailsLoud_F4	Passed	1
coverage	Decode_WeakFootBelowRange_FailsLoud	Passed	1
coverage	Decode_WeakFootOutOfRange_FailsLoud	Passed	1
coverage	Decode_WrongFormatVersion_FailsLoud	Passed	1
coverage	Decode_WrongFormatVersion_FailsLoud_F3	Passed	2
coverage	Decode_WrongFormatVersion_FailsLoud_TTRFAIL001	Passed	1
coverage	Decode_WrongMagic_FailsLoud	Passed	1
coverage	Decode_WrongMagic_Throws	Passed	1
coverage	Decode_WrongVersion_Throws	Passed	1
coverage	DefWidthCompactnessScalar_MapsEachWidthToItsCatalogueRow	Passed	1
coverage	DefaultBoardModifier_FailsLoud	Passed	1
coverage	DefaultBuildModuleInTheList_Throws	Passed	1
coverage	DefaultCommand_Apply_ThrowsFailLoud	Passed	1
coverage	DefaultCommand_KindIsNone	Passed	1
coverage	DefaultConstructedAdvancedStatline_ExposesAnEmptyGrid_NotNull	Passed	1
coverage	DefaultConstructedResult_ExposesEmptyMaps_NotNull	Passed	1
coverage	DefaultIntent_Throws_NeverSilentlyStagesAZeroPayload	Passed	1
coverage	DefaultPlayerInstructions_IsNotTheIdentity_EncodesManMarkOnAgentZero	Passed	1
coverage	DefaultPlayerTactic_RoutesIdentity	Passed	1
coverage	DefaultSnapshot_FocusPlay_IsMixedIdentity	Passed	1
coverage	DefaultSnapshot_MarkingOrientation_IsBalancedIdentity	Passed	1
coverage	DefaultSnapshot_OffsideTrapRequested_IsFalseIdentity	Passed	1
coverage	DefaultSnapshot_SeedsStandard_ResolvesToIdentityScalar	Passed	1
coverage	DefaultTactic_DefensiveLineDepthIsHalf	Passed	1
coverage	DefaultTactic_RoutesBalancedIdentity	Passed	1
coverage	DefaultTactic_RoutesBalancedMarkingOrientation	Passed	1
coverage	DefaultTactic_RoutesDialIdentities_AndIdentityBindings	Passed	1
coverage	DefaultTactic_RoutesFalseOffsideTrap	Passed	1
coverage	DefaultTactic_RoutesMixedFocusPlay	Passed	1
coverage	DefaultTactic_RoutesStandardLineOfEngagement	Passed	1
coverage	DefaultTactic_RoutesStandardWidth	Passed	1
coverage	DefaultTeamTactic_IsNotTheBalancedIdentity	Passed	1
coverage	DefaultView_IsEmpty_NotACrash	Passed	1
coverage	Default_DecodesToPinnedFloatMode	Passed	1
coverage	Default_DeliversEveryPresetVerbatim_IncludingAffinity	Passed	1
coverage	Default_IsBalancedForEveryTeam	Passed	1
coverage	Default_MirrorsTacticPresetLibraryScalars	Passed	1
coverage	DefensiveAI_FeedsLineDepthCarrier_IntoDecisionContext	Passed	1
coverage	DefensiveLineDepth_RecomputedFromDialPlusMentalityBias	Passed	1
coverage	DefensiveState_FeedsSnapshotDigest	Passed	1
coverage	Deflection_ApproachingBall_ReflectsAndRetainsSpeedFraction	Passed	1
coverage	Deflection_DegenerateSeparation_IsNoOp	Passed	1
coverage	Deflection_SeparatingBall_IsNoOp	Passed	1
coverage	Deflection_VerticalVelocity_PassesThroughReflection	Passed	1
coverage	DegenerateAimDirection_PropagatesAsDegenerate_AndPlaysTheNaturalRebound	Passed	1
coverage	DegenerateSegment_IsANoOp	Passed	1
coverage	Depart_DemotesToCold_AndReentryResumesEpisodeIds	Passed	1
coverage	Depart_NonOwnClub_FailsLoud	Passed	1
coverage	Depart_PinnedEdge_DefersDemotion_AsExternal_UntilArcResolves	Passed	1
coverage	DeriveHeadAngularVelocity_DegenerateFacing_ReturnsZero	Passed	1
coverage	DeriveHeadAngularVelocity_StaticFacing_ReturnsZero	Passed	1
coverage	DeriveNextSeasonSeed_IsDeterministicAndSeparatesItsInputs	Passed	1
coverage	DeriveNextSeasonSeed_IsDomainSeparatedFromTheMatchSeed	Passed	1
coverage	DescendingBall_AimedLong_LeavesTheHeadRising	Passed	1
coverage	DescendingBall_ThroughTheRealOrchestrator_LeavesTheHeadRising	Passed	1
coverage	Deserialize_RefusesCorruptCountPrefix	Passed	1
coverage	Deserialize_RefusesTrailingBytes	Passed	1
coverage	Deserialize_RefusesUnknownFormatVersion	Passed	1
coverage	Deserialize_RefusesWrongDomainTag	Passed	1
coverage	DespawnLog_AppendAndContains_Correct	Passed	1
coverage	Detection_AgentBallNotTouching_ReturnsNoCollision	Passed	1
coverage	Detection_AgentBallTouching_ReturnsCollision	Passed	1
coverage	Detection_AgentsExactlyTouching_ReturnsCollision	Passed	1
coverage	Detection_AgentsNotTouching_ReturnsNoCollision	Passed	1
coverage	Detection_AgentsOverlapping_ReturnsPenetrationDepth	Passed	1
coverage	Detection_BallAboveReachHeight_NotDetectable	Passed	1
coverage	Detection_GroundedAgentStillDetectable	Passed	1
coverage	DetermineCardKind_NoCardBand_ReturnsNull	Passed	1
coverage	DetermineCardKind_RedBand_LowerBoundInclusive_UpperBoundExclusive	Passed	1
coverage	DetermineCardKind_YellowBand	Passed	1
coverage	DeterminismSuiteResult_PartialPassingCoverageFailsClosed	Passed	1
coverage	DeterminismTierResult_RejectsUnknownTier	Passed	1
coverage	Determinism_100Heartbeats_IdenticalInputsProduceBytIdenticalSnapshots	NotExecuted	1
coverage	Determinism_90MinuteReplay_BitIdenticalDigest	NotExecuted	1
coverage	Determinism_DifferentSeeds_DifferentOutcomes	Passed	1
coverage	Determinism_DigestStability_IdenticalInputs	NotExecuted	1
coverage	Determinism_EntityIdIterationOrder_StableAcrossRuns	NotExecuted	1
coverage	Determinism_EntityIdPermutation_SameOutput	NotExecuted	1
coverage	Determinism_FullFrameReplay_BitIdentical	Passed	1
coverage	Determinism_HysteresisStateDigest_RoundTrip	NotExecuted	1
coverage	Determinism_IdenticalContext_ProducesIdenticalFullResult	Passed	1
coverage	Determinism_InvariantDemotion_IdenticalOrderAcross1000Runs	NotExecuted	1
coverage	Determinism_RngDomainTagIsolation_NoCrossDomainBleed	NotExecuted	1
coverage	Determinism_RngIsolation_CrossSubsystem	NotExecuted	1
coverage	Determinism_SameSeed_IdenticalOutcomes	Passed	1
coverage	Determinism_SaveLoad_ResumesIdentically	NotExecuted	1
coverage	Determinism_T_DA_DET_001_NinetyMinReplayBitIdenticalPerTickDigests	NotExecuted	1
coverage	Determinism_T_DA_DET_002_TwoIndependentSimsIdenticalInitialStateFirstThousandTicks	NotExecuted	1
coverage	Determinism_T_DA_DET_003_MidMatchSnapshotResumeDigestContinuity	NotExecuted	1
coverage	Determinism_T_DA_DET_004_EntityIdIterationOrderDeterminism	NotExecuted	1
coverage	Determinism_T_DA_DET_005_RngReproducibilityViaDomainTagDefensiveAI	NotExecuted	1
coverage	Determinism_T_DA_DET_006_AntiChaosTerminatesInThreePassesForAllInputs	NotExecuted	1
coverage	Determinism_T_D_001_NinetyMinReplayBitIdenticalDigests	NotExecuted	1
coverage	Determinism_T_D_002_EntityIdPermutedInputProducesIdenticalState	NotExecuted	1
coverage	Determinism_T_D_003_HysteresisAndTriggerDigestContributionsNonEmpty	NotExecuted	1
coverage	Determinism_T_D_004_TenConsecutiveRunsProduceSameFinalDigest	NotExecuted	1
coverage	Determinism_T_D_005_SaveLoadMidPressDigestContinuity	NotExecuted	1
coverage	Determinism_T_D_006_DomainTagIsolationPreservesStream	NotExecuted	1
coverage	Determinism_TransitionHoldState_RoundTrip	NotExecuted	1
coverage	DialOff_AWholeSeasonInjuresNobody	Passed	1
coverage	DialOff_IsRecoveryOnly_NoInjuryEverOccurs_TTMDNEU001	Passed	1
coverage	DialOn_ASeasonProducesFootballPlausibleInjuryRates	Passed	1
coverage	DialOn_PerturbingEitherNewConstant_LeavesTheAssertedBands	Passed	1
coverage	DigestChain_IsNonDegenerate_AndAdvances	Passed	1
coverage	DirectProfile_MaxRunnersIs3	Passed	1
coverage	Disengage_DoesNotFireBeforeTimeoutExpires	Passed	1
coverage	Disengage_ResetCooldownPreventsNewPressForLatencyTicks	Passed	1
coverage	Disengage_TimeoutFiresAfterDisengageTimeoutTicks	Passed	1
coverage	Disengage_ZoneExitFiresImmediately	Passed	1
coverage	DiskRoundTrip_BookingCursorBeforeSave_IsDeterministic	Passed	1
coverage	DiskRoundTrip_DistinctSquad_IsDeterministic	Passed	1
coverage	DiskRoundTrip_FlagOnWorld_ResumesEvaluating_ThroughSeasonFile	Passed	1
coverage	DiskRoundTrip_NeutralKickoff_IsDeterministic	Passed	1
coverage	DiskRoundTrip_NoMatchSeason_IsDeterministic	Passed	1
coverage	DiskRoundTrip_SeasonWithDistinctSquadMatch_IsDeterministic	Passed	1
coverage	DiskRoundTrip_SeasonWithLeagueBootstrappedMatch_IsDeterministic	Passed	1
coverage	DiskRoundTrip_SeasonWithNeutralMatch_IsDeterministic	Passed	1
coverage	DismarkBuildUpRotationDials_FeedSnapshotDigest	Passed	1
coverage	DismarkIntensity_OrdinalsAreStable	Passed	1
coverage	Dismark_AndOverlay_OutputsStayOnPitch	Passed	1
coverage	Dismark_BallCarrierAndOutOfPhase_Excluded	Passed	1
coverage	Dismark_MarkedAgent_NudgedAwayFromMarker_ExactMagnitude	Passed	1
coverage	Dismark_OffDial_IsExactIdentity	Passed	1
coverage	Dispatch_PassesCorrectAgentIdToController	Passed	1
coverage	Dispatch_TouchesOnlyTheThreePublicSeams	Passed	1
coverage	DistToOwnGoal_BothTeamConventions	Passed	1
coverage	DistinctSquad_DivergesFromDefault_ByDesign	Passed	1
coverage	DistinctSquad_SaveCommitsRosterGoalkeeperAttrs	Passed	1
coverage	DistinctSquad_TwoRuns_AreDeterministic	Passed	1
coverage	DiveLaunchImpulse_HigherStrength_ProducesLargerImpulse	Passed	1
coverage	DivergenceDetector_TierA_NaN_TriggersNonFiniteError	Passed	1
coverage	DivergenceDetector_TierB_NonCanonicalNaN_TriggersError	Passed	1
coverage	Diving_PhysicsTick_TransitionsToAirborne	Passed	1
coverage	DomainTagEventLedger_MatchesDeterministicSimConstants	Passed	1
coverage	DomainTagEventLedger_Value_Is0x15	Passed	1
coverage	DomainTag_MirrorsTheDeterministicSimAllocation	Passed	1
coverage	DomainTag_MirrorsTheSixteenAllocation	Passed	1
coverage	DragForce_IncreasesWithSpeed	Passed	1
coverage	DragForce_LowerAtTurbulentSpeed_ThanExpectedFromSquareAlone	Passed	1
coverage	DragForce_OpposesMotion	Passed	1
coverage	DragForce_ScalesWithVelocitySquared	Passed	1
coverage	DragForce_ZeroVelocity_ReturnsZero	Passed	1
coverage	DrainInto_IsFifo_AndEmptiesQueue	Passed	1
coverage	DrainOnePoint_LowersLowestBiasAttribute_TieBrokenByAscendingIndex	Passed	1
coverage	DrainTick_ClearsInDrainDispatchFlag_OnCompletion	Passed	1
coverage	DrainTick_ClearsInDrainDispatchFlag_OnHandlerException	Passed	1
coverage	DrainTick_DispatchesToSubscriber	Passed	1
coverage	DrainTick_NoEvents_DrainCompletes_WithoutThrow	Passed	1
coverage	DrainTick_PastMaxDispatchDepth_ThrowsQueueOverflow	Passed	1
coverage	DrainTick_SetsBootPhaseComplete	Passed	1
coverage	DrainTick_TwoEventsInSamePhase_DispatchedInDrawIndexOrder	Passed	1
coverage	DrawBounded_RejectsNonPositiveBoundBeforeDrawing(-1)	Passed	1
coverage	DrawBounded_RejectsNonPositiveBoundBeforeDrawing(0)	Passed	1
coverage	DrawBounded_RejectsNullRng	Passed	1
coverage	DrawDenominator_IsFixed_AndBoundsTheRiskCeiling	Passed	1
coverage	DrawPurposeRadix_LeavesHeadroomAboveEveryDefinedPurpose	Passed	1
coverage	Draw_IsInRange_AndSeparatesNeighbouringKeys	Passed	1
coverage	DribbleDirectionFloor_IsWeakerThanThePassFloor_AndInsideItsShapeBounds	Passed	1
coverage	DribbleDirection_IsMirroredForTheAwayTeam	Passed	1
coverage	DribbleDirection_IsMonotoneInCosineToGoal	Passed	1
coverage	DribbleDirection_Retreating_ScoresExactlyTheFloorFractionOfGoalward	Passed	1
coverage	DribbleDirection_UnsetDirection_IsExactIdentity	Passed	1
coverage	DribbleTarget_NearTouchline_ClampedToPitchBounds	Passed	1
coverage	Dribble_DispatchesMoveTo	Passed	1
coverage	DropPlayer_RemovesEveryRowForThatPlayer_AcrossCompetitions_LeavesOthersAlone	Passed	1
coverage	DroppingAnyDeclaredModule_ChangesTheBuildHash	Passed	1
coverage	DuplicateAssemblyName_Throws	Passed	1
coverage	DuplicateKeyInSection_Throws	Passed	1
coverage	DuplicateKey_FailsLoud	Passed	1
coverage	DuplicateRegistration_Throws	Passed	1
coverage	DutySupport_IsOffsetAndAggressionIdentity	Passed	1
coverage	Duty_OrdinalsAreStable	Passed	1
coverage	Dwell_Accumulates_CapsAtFullTicks_AndTracksMarkerId	Passed	1
coverage	Dwell_DecayWorkedExample_ReachesZeroAfterFiveUnmarkedHeartbeats	Passed	1
coverage	Dwell_MarkerHandoff_DoesNotResetDwell	Passed	1
